成果发表时间,语言,来源,学科,划分,等级
2021年7月8日 - 2022年12月31日,中文,CSSCI,语言学,外语教学理论与实践,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,语言学,外语教学,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,语言学,上海翻译,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,语言学,外语教育研究前沿,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,语言学,中国语文,A
2021年7月8日 - 2022年12月31日,中文,CSSCI,语言学,世界汉语教学,B
2021年7月8日 - 2022年12月31日,中文,CSSCI,语言学,语言教学与研究,B
2021年7月8日 - 2022年12月31日,中文,CSSCI,语言学,当代修辞学,B
2021年7月8日 - 2022年12月31日,中文,CSSCI,语言学,当代语言学,B
2021年7月8日 - 2022年12月31日,中文,CSSCI,语言学,方言,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,语言学,语言文字应用,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,语言学,语言科学,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,语言学,语文研究,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,语言学,汉语学报,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,语言学,汉语学习,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,语言学,民族语文,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,语言学,语言研究,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,哲学,哲学研究,A
2021年7月8日 - 2022年12月31日,中文,CSSCI,哲学,自然辩证法研究,B
2021年7月8日 - 2022年12月31日,中文,CSSCI,哲学,哲学动态,B
2021年7月8日 - 2022年12月31日,中文,CSSCI,哲学,周易研究,B
2021年7月8日 - 2022年12月31日,中文,CSSCI,哲学,自然辩证法通讯,B
2021年7月8日 - 2022年12月31日,中文,CSSCI,哲学,伦理学研究,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,哲学,世界哲学,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,哲学,现代哲学,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,哲学,科学技术哲学研究,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,哲学,道德与文明,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,哲学,哲学分析,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,哲学,中国哲学史,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,哲学,孔子研究,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,哲学,逻辑学研究,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,上海行政学院学报,B
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,中共中央党校学报,B
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,理论探索,B
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,理论探讨,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,求实,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,甘肃行政学院学报,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,北京行政学院学报,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,探索,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,江苏行政学院学报,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,世界经济与政治,A
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,政治学研究,A
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,国际问题研究,A
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,当代亚太,B
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,外交评论(外交学院学报),B
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,公共行政评论,B
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,东北亚论坛,B
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,国际政治研究,B
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,国际观察,B
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,国际安全研究,B
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,现代国际关系,B
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,行政论坛,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,国际政治科学,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,南亚研究,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,国际展望,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,欧洲研究,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,美国研究,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,日本学刊,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,德国研究,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,太平洋学报,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,南洋问题研究,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,国际论坛,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,东南亚研究,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,西亚非洲,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,当代世界,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,和平与发展,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,理论学刊,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,理论与改革,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,人权,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,政治学,台湾研究,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,中国文学,文学评论,A
2021年7月8日 - 2022年12月31日,中文,CSSCI,中国文学,文艺理论研究,A
2021年7月8日 - 2022年12月31日,中文,CSSCI,中国文学,文学遗产,B
2021年7月8日 - 2022年12月31日,中文,CSSCI,中国文学,当代作家评论,B
2021年7月8日 - 2022年12月31日,中文,CSSCI,中国文学,中国比较文学,B
2021年7月8日 - 2022年12月31日,中文,CSSCI,中国文学,文艺争鸣,B
2021年7月8日 - 2022年12月31日,中文,CSSCI,中国文学,中国文学研究,B
2021年7月8日 - 2022年12月31日,中文,CSSCI,中国文学,中国现代文学研究丛刊,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,中国文学,南方文坛,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,中国文学,民族文学研究,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,中国文学,明清小说研究,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,中国文学,文艺理论与批评,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,中国文学,扬子江文学评论,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,中国文学,当代文坛,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,中国文学,现代中文学刊,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,中国文学,小说评论,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,中国文学,新文学史料,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,中国文学,中国文学批评,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,自然资源与环境,中国人口·资源与环境,A
2021年7月8日 - 2022年12月31日,中文,CSSCI,自然资源与环境,资源科学,B
2021年7月8日 - 2022年12月31日,中文,CSSCI,自然资源与环境,中国土地科学,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,自然资源与环境,自然资源学报,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,自然资源与环境,长江流域资源与环境,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,自然资源与环境,干旱区资源与环境,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,宗教学,世界宗教文化,B
2021年7月8日 - 2022年12月31日,中文,CSSCI,宗教学,世界宗教研究,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,宗教学,宗教学研究,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,冷门绝学,出土文献,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,冷门绝学,历史地理研究,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,台湾地区期刊,地理学报（台湾）,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,台湾地区期刊,公共行政学报,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,台湾地区期刊,管理学报（台湾）,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,台湾地区期刊,会计评论,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,台湾地区期刊,教育科学研究期刊,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,台湾地区期刊,教育实践与研究,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,台湾地区期刊,教育心理学报,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,台湾地区期刊,经济论文,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,台湾地区期刊,经济论文丛刊,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,台湾地区期刊,历史语言研究所集刊,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,台湾地区期刊,清华中文学报,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,台湾地区期刊,设计学报,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,台湾地区期刊,台大历史学报,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,台湾地区期刊,台大社会工作学刊,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,台湾地区期刊,台大中文学报,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,台湾地区期刊,台湾大学美术史研究集刊,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,台湾地区期刊,台湾经济预测与政策,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,台湾地区期刊,特殊教育研究学刊,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,台湾地区期刊,体育学报,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,台湾地区期刊,图书资讯学刊,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,台湾地区期刊,文与哲,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,台湾地区期刊,月旦法学,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,台湾地区期刊,哲学与文化,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,台湾地区期刊,证券市场发展季刊,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,台湾地区期刊,政大法学评论,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,台湾地区期刊,政治大学哲学学报,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,台湾地区期刊,中国文哲研究集刊,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,台湾地区期刊,中华传播学刊,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,台湾地区期刊,中研院法学期刊,C
2021年7月8日 - 2022年12月31日,中文,CSSCI,台湾地区期刊,组织与管理,C
2021年7月8日 - 2022年12月31日,外文,A&HCI,艺术,/,B
2021年7月8日 - 2022年12月31日,外文,CCFA,自然科学,期刊或会议,A
2021年7月8日 - 2022年12月31日,外文,CCFB,自然科学,期刊或会议,B
2021年7月8日 - 2022年12月31日,外文,CCFC,自然科学,期刊或会议,C
2021年7月8日 - 2022年12月31日,外文,CPCI-S,自然科学,会议,D
2021年7月8日 - 2022年12月31日,外文,CPCI-SSH,人文社会学科,/,D
2021年7月8日 - 2022年12月31日,中文,CSCD,自然科学,正刊,D
2021年7月8日 - 2022年12月31日,外文,CSCD,自然科学,期刊,D
2021年7月8日 - 2022年12月31日,中文,CSSCI扩展来源期刊,人文社会学科,/,D
2021年7月8日 - 2022年12月31日,中文,CSSCI集刊,人文社会学科,/,C
2021年7月8日 - 2022年12月31日,外文,EI会议,人文社会学科,论文集,D
2021年7月8日 - 2022年12月31日,中文,EI期刊,/,正刊,C
2021年7月8日 - 2022年12月31日,外文,EI期刊,/,正刊,C
2021年7月8日 - 2022年12月31日,外文,Nature、Science、Cell,自然科学,正刊/子刊,特类
2021年7月8日 - 2022年12月31日,外文,SSCI/SCI,/,JCR一区,A
2021年7月8日 - 2022年12月31日,外文,SSCI/SCI,/,JCR二区,B
2021年7月8日 - 2022年12月31日,外文,SSCI/SCI,/,JCR三区,B
2021年7月8日 - 2022年12月31日,外文,SSCI/SCI,/,JCR四区,C
2021年7月8日 - 2022年12月31日,外文,SSCI/SCI,/,JCR四区,C
2021年7月8日 - 2022年12月31日,中文,北大核心,/,/,D
2021年7月8日 - 2022年12月31日,中文,大众日报,人文社会学科,理论版/理论板块,D
2021年7月8日 - 2022年12月31日,中文,法制日报,人文社会学科,理论版/理论板块,D
2021年7月8日 - 2022年12月31日,中文,高等学校文科文摘,人文社会学科,主体转载,C
2021年7月8日 - 2022年12月31日,中文,光明日报,人文社会学科,理论版/理论板块,B
2021年7月8日 - 2022年12月31日,外文,韩国KCI,人文社会学科,核心期刊,D
2021年7月8日 - 2022年12月31日,中文,红旗文摘,人文社会学科,主体转载,C
2021年7月8日 - 2022年12月31日,中文,经济日报,人文社会学科,理论版/理论板块,D
2021年7月8日 - 2022年12月31日,中文,人民日报,人文社会学科,理论版/理论板块,B
2021年7月8日 - 2022年12月31日,中文,山东女子学院学报,人文社会学科,/,D
2021年7月8日 - 2022年12月31日,中文,山东社会科学研究,人文社会学科,论文集,D
2021年7月8日 - 2022年12月31日,中文,文艺报,人文社会学科,理论版/理论板块,D
2021年7月8日 - 2022年12月31日,中文,新华文摘,人文社会学科,主体转载,B
2021年7月8日 - 2022年12月31日,中文,学习时报,人文社会学科,理论版/理论板块,D
2021年7月8日 - 2022年12月31日,中文,中国妇女报,人文社会学科,理论版/理论板块,C
2021年7月8日 - 2022年12月31日,中文,中国教育报,人文社会学科,理论版/理论板块,C
2021年7月8日 - 2022年12月31日,中文,中国科技期刊卓越行动计划,自然科学,领军期刊,A
2021年7月8日 - 2022年12月31日,中文,中国科技期刊卓越行动计划,自然科学,重点期刊,B
2021年7月8日 - 2022年12月31日,中文,中国科技期刊卓越行动计划,自然科学,其他,C
2021年7月8日 - 2022年12月31日,中文,中国人大复印报刊资料,人文社会学科,全文转载,C
2021年7月8日 - 2022年12月31日,中文,中国社会科学（中文版）,人文社会学科,/,特类
2021年7月8日 - 2022年12月31日,中文,中国社会科学报,人文社会学科,理论版/理论板块,C
2021年7月8日 - 2022年12月31日,中文,中国社会科学文摘,人文社会学科,主体转载,C
2021年7月8日 - 2022年12月31日,中文,中华女子学院学报,人文社会学科,/,D
2023年1月1日 - 2023年12月31日,中文,新华文摘,人文社会学科,主体转载,A
2023年1月1日 - 2023年12月31日,中文,新华文摘,人文社会学科,论点摘编（300字以上）,B
2023年1月1日 - 2023年12月31日,中文,人民日报,人文社会学科,理论版（1500字以上）,B
2023年1月1日 - 2023年12月31日,中文,光明日报,人文社会学科,理论版（1500字以上）,B
2023年1月1日 - 2023年12月31日,中文,经济日报,人文社会学科,理论版（1500字以上）,B
2023年1月1日 - 2023年12月31日,中文,中国社会科学文摘,人文社会学科,主体转载,B
2023年1月1日 - 2023年12月31日,中文,中国社会科学文摘,人文社会学科,论点摘编（300字以上）,C
2023年1月1日 - 2023年12月31日,中文,高等学校文科文摘,人文社会学科,主体转载,B
2023年1月1日 - 2023年12月31日,中文,高等学校文科文摘,人文社会学科,论点摘编（300字以上）,C
2023年1月1日 - 2023年12月31日,中文,山东女子学院学报,/,/,C
2023年1月1日 - 2023年12月31日,中文,中国人大复印报刊资料,人文社会学科,全文转载,C
2023年1月1日 - 2023年12月31日,中文,CSSCI集刊,人文社会学科,/,C
2023年1月1日 - 2023年12月31日,中文,CSSCI扩展版,人文社会学科,/,D
2023年1月1日 - 2023年12月31日,中文,北大核心,/,/,D
2023年1月1日 - 2023年12月31日,中文,中国社会科学报,人文社会学科,理论版（1500字以上）,D
2023年1月1日 - 2023年12月31日,中文,中国教育报,人文社会学科,理论版（1500字以上）,D
2023年1月1日 - 2023年12月31日,中文,大众日报,人文社会学科,理论版（1500字以上）,D
2023年1月1日 - 2023年12月31日,中文,中国妇女报,人文社会学科,理论版（1500字以上）,D
2023年1月1日 - 2023年12月31日,中文,中华女子学院,/,/,D
2023年1月1日 - 2023年12月31日,中文,中国科技期刊卓越行动计划,自然科学,领军期刊,A
2023年1月1日 - 2023年12月31日,中文,中国科技期刊卓越行动计划,自然科学,重点期刊,B
2023年1月1日 - 2023年12月31日,中文,中国科技期刊卓越行动计划,自然科学,其他,C
2023年1月1日 - 2023年12月31日,中文,EI期刊,自然科学,正刊,C
2023年1月1日 - 2023年12月31日,中文,CSCD,自然科学,正刊,D
